ID,Alpha,Beta,Gamma
4683,35000,0,21224027
4805,349000,1,51311463
2201,0,0,58402080
4885,150000,1,37084707
1933,913000,3,55975760
4774,270000,2,48550881
3014,0,0,47139320
1684,40000,0,62111315
5862,326000,3,51236688
1672,318000,0,63563344
5893,0,0,35300955
2898,0,0,61252739
1022,90000,0,59474918
1730,25000,0,56646517
1099,406000,2,40066752
2681,192000,1,42833471
2970,15000,0,54900212
2169,41000,0,63602521
2173,78000,0,59323388
1183,0,0,58285536
1365,651000,1,59284416
1154,20000,0,44610106
4656,15000,0,55813858
4820,145000,0,28154302
2180,0,0,44543866
2562,1790600,8,58395221
2928,0,0,26791597
5853,90000,0,49819707
1030,358000,1,55261791
2655,30000,0,55925475
1170,525000,1,42804802
1229,0,0,45978935
1040,689000,3,34800776
1225,650000,2,39773334
1571,446000,3,32960323
1258,0,0,39657613
1525,126000,0,50523836
5894,210000,0,39395248
4201,0,0,51065271
1330,371000,1,41048081
1148,1114000,4,61070005
4891,67000,0,40229475
4850,0,0,49311208
1490,108000,0,45067878
2856,0,0,40290999
1629,75000,0,56291109
1049,0,0,42541964
2113,66000,0,38071244
1916,0,0,58512743
1530,0,0,13591265
0,0,0,0
1137,102000,0,58047797
1724,434000,2,40854054
1015,1328000,14,27437709
1509,570000,1,56315630
2128,857000,2,40814635
2640,663000,2,44290569
1708,234000,0,61500979
5889,60000,1,55710356
5851,90000,0,56868480
1406,45000,0,40892988
4840,315000,2,60417034
1152,150000,0,44617528
4245,45000,0,57251413
1077,0,0,38830612
4805,129000,0,50020088
1353,240000,1,59261983
2850,258000,0,21756673
1684,199000,0,55662402
1010,1415000,6,52183508
2137,0,0,25763096
1730,0,0,58618237
1235,163000,1,64243891
5859,196000,0,55936200
1256,0,0,24678206
1174,397000,2,60195062
4233,75000,1,38681800
2729,126000,0,55293771
2809,1431000,6,22486527
1935,0,0,35793950
1243,1056000,12,50599967
1009,45000,0,59596247
2898,722000,4,45272440
2575,0,0,53959807
1837,255000,0,23763545
2138,105000,0,40738236
2049,0,0,58036150
1066,0,0,48137173
2693,152000,0,62126138
1794,0,0,50245906
1966,30000,0,40013812
2704,105000,0,56641552
1592,317400,1,59904650
1207,126000,0,67907747
2237,185000,6,50075094
4877,0,0,59007117
1119,70000,7,28297269
2103,0,0,44899759
1696,405000,2,48507314
2115,76000,0,45470175
2091,212000,1,62033657
2113,15000,0,60589723
1609,0,0,54980174
0,0,0,0
1708,437000,3,58567877
1907,0,0,59244607
4763,90000,0,35617148
1930,90000,2,43363980
1426,0,0,57755373
2214,60000,0,59958099
4562,1750400,6,49422066
2727,838000,3,57126706
4759,318000,1,65570057
1044,0,0,26973829
1373,165000,0,39379572
1982,113000,0,22306091
2030,438000,8,39183206
3044,152000,0,61139613
2095,426000,3,21317026
1989,927000,4,55887889
1113,30000,1,61948879
2557,162000,0,47156104
1001,377000,0,57118646
1749,360000,0,52545805
2749,164000,0,45788555
2011,56000,1,63752394
1143,0,0,53994697
1986,184000,0,63700000
4688,757000,3,61625577
4579,0,0,28158917
1170,103000,0,60359629
2513,324000,2,62753540
1877,120000,0,28296373
1777,150000,0,36513366
2990,648000,2,37931681
1583,115000,0,28897305
4601,15000,0,48795157
2023,199000,1,58789012
2554,0,0,36078545
1066,35000,0,51019002
2231,0,0,13473891
1391,21000,0,52774405
1794,200000,4,31624182
2721,470000,1,47437726
2170,62000,0,58856917
1282,0,0,42393042
1864,0,0,59699328
4686,173000,2,59473710
1662,2175000,10,35655460
1252,261000,1,50295491
1046,0,0,52950738
1116,1450200,6,41877187
2750,45000,1,44104729
4609,140000,1,57467455
1710,10000,0,22940694
2853,148000,2,31668262
2091,98000,0,55725687
2855,327000,1,57734324
1135,447000,0,62366258
2060,0,0,42464455
0,0,0,0
2568,324000,0,42845114
4782,482000,1,60853759
2586,0,0,41775311
2130,10000,0,13451658
1569,250000,1,34607201
1409,486000,1,42438507
2754,0,0,48330682
5890,1351000,7,53056088
1015,744000,3,41640071
1690,344000,0,31500082
4774,0,0,65196810
5862,221600,1,48706200
4683,155000,0,49719861
4885,498000,2,31700905
2889,105000,0,60949800
4248,0,0,59224295
1916,105000,0,48878438
5893,177000,0,39562566
1022,132000,0,34861379
1989,157000,1,55574408
2749,136000,1,42903093
1051,0,0,26978771
1042,551000,1,44520344
1228,0,0,62541111
1385,135000,0,56286012
2004,1286000,5,53949354
1149,409000,1,51041378
2928,108000,0,56314872
1884,213400,0,48336232
2774,84000,0,46401722
1086,163000,1,58657721
1475,258000,1,59555432
1099,0,0,34554310
2898,105000,0,53213757
4855,0,0,47784581
1451,0,0,48465381
1009,0,0,58888998
2011,0,0,56442449
2734,132000,0,45274857
5853,476000,2,61288609
2729,0,0,55284843
1058,204000,1,58102375
1133,0,0,21613378
1778,449000,2,58668842
1040,35000,0,55197958
1810,105000,0,58213880
1935,48000,0,65499675
1330,15000,0,44761174
1618,888000,2,56703406
4692,135000,0,59678546
1148,150000,1,44104894
1571,38000,0,44703748
4880,0,0,24772366
1413,51000,0,44661962
1047,0,0,48732640
2685,140000,1,64284703
1264,0,0,59580058
2597,150000,0,63513400
0,0,0,0
1069,279000,1,57955955
4763,1017000,7,57243049
2128,0,0,58660659
1426,631000,1,41085545
1833,688800,2,48073822
1278,719000,2,64839071
1409,0,0,51763398
2028,79000,0,59776522
4813,84000,0,41022811
4245,59000,0,60449833
4774,15000,0,44509212
2027,780000,2,42839176
4805,115000,0,55533326
1353,28000,0,42961494
4617,881000,3,59132738
1684,475000,2,57799854
1276,105000,0,61068891
1255,226000,1,53189664
1256,70000,0,51315940
1003,525000,2,38620935
2729,308000,4,56838573
1149,404800,1,57132624
1346,0,0,33945309
1174,162000,0,59424102
2802,135000,0,54785841
4233,0,0,59928817
2898,468000,3,43355722
2577,225000,0,61341845
2655,349000,1,28257333
1243,284000,1,55044037
5854,0,0,61747658
1365,30000,0,54873095
1837,315000,0,60115052
3082,0,0,42534005
2513,113000,0,42234557
1352,102000,0,42915967
1028,120000,2,53894935
0,0,0,26871982
4793,1027000,5,28485028
1759,555000,1,45075305
4238,284000,0,57963906
2215,26000,0,59184643
4651,0,0,59646182
1330,75000,0,34514743
2704,207000,0,37557302
1434,0,0,58721194
1707,499000,3,44174580
4695,816000,7,56484003
2207,217000,0,32874191
2115,0,0,37160525
1696,126000,1,60000267
1885,0,0,22065755
1892,55000,0,55162958
1902,30000,0,43403200
1966,0,0,41816421
0,0,0,0
4878,409000,0,40202963
1015,2082000,9,59867425
2128,214000,0,44648097
4247,238000,1,34870281
1409,264000,1,60213849
2754,202000,1,62439422
2632,160000,1,43881320
5862,471000,2,42807459
4774,164000,0,53652857
3014,439000,1,39736383
1061,150000,0,47646383
1730,1179000,5,56520991
2965,0,0,62420229
1475,0,0,46005887
1416,0,0,59879268
1916,26000,0,56936471
1149,35000,0,33348396
2584,396000,2,21833623
4580,87000,0,65015269
2929,0,0,43358383
2557,398000,2,44239390
2558,0,0,35405138
1708,238000,1,39261019
2898,1133000,1,51065724
4655,105000,0,62073676
1183,772000,3,38346505
1099,204000,1,40231009
1346,72000,0,63486355
1154,308000,0,32401188
2970,224000,0,57677251
4233,386000,1,40766599
4202,0,0,50080209
5893,124000,0,47637531
1651,48000,0,60184381
2655,483000,2,46629327
1772,0,0,58903257
5853,30000,0,41913461
1151,125000,0,21605284
3082,0,0,33709491
1662,352000,1,58256623
1797,93000,1,63319243
1225,849000,3,36504829
2654,0,0,46757771
1840,400000,1,27201152
0,0,0,14647670
1066,0,0,58620782
4651,179000,1,43547735
1794,234000,1,54985210
4826,0,0,55162428
2625,0,0,50663736
4891,639000,2,44288321
4201,0,0,44294142
1233,0,0,38159310
4833,292000,0,43016854
1116,381000,2,42015340
1953,0,0,44859057
2113,0,0,44979633
2597,0,0,14770292
2852,46000,0,35347814
0,0,0,0
1724,145000,0,32112054
4763,141000,1,58725561
2640,234000,1,57918270
1509,264000,0,34630849
2907,0,0,60179026
1015,1032000,4,42730186
1152,384000,2,46278827
1753,0,0,21805854
1077,26000,0,42006658
2101,76000,0,65128232
4759,50200,0,54155098
1933,1173000,3,56736144
1684,55000,0,60139123
1730,440000,1,42356760
1989,555200,1,50414787
5976,200000,0,44816350
5935,61000,0,52806290
1149,0,0,61887796
1086,313000,1,46555443
1708,68000,1,40259105
1246,0,0,42585976
1799,0,0,48443251
1213,188000,1,38319441
1170,0,0,60176019
2738,0,0,53455371
1280,0,0,21992872
5993,15000,0,55145578
5969,15000,0,55747315
2655,63000,0,60143681
1778,28000,0,61159134
1066,166000,1,60404216
2905,0,0,27636354
4872,0,0,26324063
1047,0,0,59194522
4609,0,0,38973912
1756,0,0,26494987
2113,112040,0,39467955
